log10(Age / yr),age,cx,cy,cz,redshift,MWfactor,starfLogMass,ra,dec,lookback_time,radius,colour,img,ModelMag_i,ModelMag_g
-999,0.00,-0.496021,0.50326,0.707597,0.088535,0.19,10.27,7.59006,0.87363,1.201043,0.8605,1,378,16.137,17.5229
9.88934,7.75,-0.425311,0.793644,0.435016,0.085263,0.23,10.37,7.61559,0.76348,1.159308,0.8755,1,379,15.59224,16.82297
9.95826,9.08,-0.641587,0.215337,0.736204,0.072211,0.15,10.19,7.60888,0.41592,0.99091,0.8485,1,380,15.57141,16.73936
-999,0.00,-0.647469,0.049998,0.76045,0.065756,0.2,10.3,7.79981,0.62623,0.906469,0.865,1,381,15.99325,17.29981
-999,0.00,-0.837315,0.535729,0.109078,0.090072,0.22,10.34,7.81221,0.66815,1.220574,0.871,1,382,16.17834,17.55383
-999,0.00,0.865331,0.50076,-0.021023,0.209201,0.28,10.45,7.69697,0.34995,2.613367,0.8875,0,383,17.99793,19.75459
-999,0.00,-0.379103,-0.541348,0.750482,0.066859,0.33,10.52,7.69067,0.44597,0.920954,0.898,1,384,15.83149,17.06175
8.45676,0.29,-0.979894,-0.083437,0.181235,0.095832,0.27,10.43,7.65944,0.29678,1.293412,0.8845,1,385,16.06203,17.33237
9.54224,3.49,-0.547571,0.694098,0.467326,0.052209,0.37,10.57,7.64927,0.37319,0.726677,0.9055,1,386,15.69568,16.97089
9.99197,9.82,-0.549624,-0.004404,0.835401,0.077516,0.18,10.26,7.77024,0.34945,1.059745,0.859,1,387,15.83589,17.1961
9.65817,4.55,-0.705696,0.115009,0.699118,0.090404,0.21,10.32,7.74018,0.50854,1.224797,0.868,1,388,16.05822,17.36333
9.27549,1.89,-0.683415,0.414265,0.601105,0.053731,0.13,10.1,7.75031,0.30322,0.747058,0.835,1,389,15.94049,17.21344
9.80512,6.38,-0.992379,0.039901,0.116581,0.075975,0.12,10.08,7.64002,0.3052,1.039798,0.832,1,390,16.18384,17.53192
-999,0.00,-0.292658,-0.835476,0.465115,0.132971,0.28,10.45,7.74272,0.18922,1.749033,0.8875,0,391,17.38615,19.16883
-999,0.00,-0.212508,-0.892793,0.397192,0.063296,0.4,10.6,7.71236,0.10037,0.874075,0.91,1,392,15.7454,17.0569
9.73915,5.48,-0.452746,-0.8839,0.117225,0.073728,0.51,10.71,7.87061,1.19365,1.010651,0.9265,1,393,16.07689,17.46106
8.65598,0.45,-0.937116,-0.314067,0.152233,0.051829,0.05,9.71,7.86335,1.17112,0.721582,0.7765,1,394,16.36271,17.83519
-999,0.00,-0.804128,0.056658,0.59175,0.079142,0.89,10.95,7.76385,1.15945,1.080735,0.9625,1,395,15.91612,17.23154
-999,0.00,-0.766902,-0.437806,0.469241,0.059642,0.23,10.37,7.91037,1.17184,0.825754,0.8755,1,396,15.87421,17.16665
-999,0.00,-0.700032,-0.575012,0.423458,0.086106,0.62,10.79,7.80491,1.05756,1.170083,0.9385,0,397,16.82842,18.67298
9.47501,2.99,-0.893505,-0.003562,0.449039,0.048438,0.01,9.12,7.87315,1.03551,0.676002,0.688,1,398,17.35991,18.3162
-999,0.00,-0.886822,-0.097358,0.451739,0.174576,0.25,10.4,7.88541,0.99643,2.23207,0.88,0,399,17.58432,19.24429
-999,0.00,-0.620895,0.727522,0.291894,0.070141,0.22,10.34,7.821,0.93545,0.963916,0.871,1,400,15.83821,17.16634
-999,0.00,-0.63666,0.746377,0.193869,0.057738,0.41,10.61,7.80217,0.94525,0.800478,0.9115,0,401,16.22451,17.77969
9.5968,3.95,-0.906718,0.241149,0.345992,0.102616,0.27,10.43,7.73525,0.9234,1.378419,0.8845,0,402,16.29585,17.77522
9.82937,6.75,-0.831403,0.492591,0.257144,0.076226,0.2,10.3,7.90174,0.7913,1.043057,0.865,1,403,15.83716,17.03886
7.29384,0.02,-0.793294,-0.546265,0.268848,0.067661,0.16,10.21,7.7459,1.03224,0.931469,0.8515,1,404,15.78204,17.10337
9.55047,3.55,-0.70441,-0.636478,0.314169,0.039008,0.12,10.09,7.74614,0.75691,0.548093,0.8335,1,405,15.97325,17.26772
-999,0.00,-0.802381,-0.448013,0.394295,0.061509,0.25,10.4,7.87563,0.8994,0.850483,0.88,1,406,16.00589,17.3238
9.4449,2.79,-0.262493,0.67962,0.684992,0.373469,0.6,10.78,7.88093,0.68776,4.197172,0.937,0,407,20.06422,22.36684
-999,0.00,-0.351713,0.623098,0.698603,0.233053,0.15,10.17,7.84185,0.66026,2.865671,0.8455,0,408,19.05221,20.99114
8.45676,0.29,-0.453791,0.684816,0.570176,0.227426,0.05,9.66,7.8587,0.54361,2.806887,0.769,0,409,19.48301,20.88939
9.75724,5.72,-0.812709,0.582482,-0.01479,0.216026,0.04,9.6,7.90666,0.59565,2.686407,0.76,1,410,18.82268,20.37918
-999,0.00,-0.882146,0.470847,-0.010993,0.302635,0.25,10.39,7.80462,0.42694,3.556728,0.8785,0,411,19.90492,21.74245
-999,0.00,-0.676249,0.731942,0.083353,0.149708,0.01,8.73,7.8803,0.45226,1.946722,0.6295,2,412,19.63207,20.54441
9.79364,6.22,-0.718858,-0.380289,0.581914,0.235073,0.13,10.13,7.80664,0.38435,2.886667,0.8395,1,413,19.05491,20.62795
9.8837,7.65,-0.707569,-0.404503,0.579416,0.093976,0,7.87,7.80255,0.2187,1.27,0.5005,2,414,19.90378,20.40196
-999,0.00,-0.805971,-0.179749,0.564004,0.087144,0.01,8.93,7.80425,0.19467,1.183329,0.6595,2,415,18.8841,19.53583
-999,0.00,-0.340818,-0.880496,0.3295,0.063309,0,7.47,7.93132,0.35628,0.874251,0.4405,2,416,18.0623,18.07382
-999,0.00,-0.302864,-0.87633,0.374591,0.289396,0.41,10.61,7.94984,0.07267,3.430191,0.9115,0,417,18.78533,20.79021
9.73915,5.48,0.999751,-0.021621,-0.005596,0.180126,0.08,9.91,8.0288,1.23166,2.294419,0.8065,0,418,17.63705,20.56981
-999,0.00,0.968976,0.238469,0.064952,0.058129,0.14,10.14,7.95158,1.22392,0.805678,0.841,1,419,15.75606,17.0784
9.86238,7.28,0.950749,0.308514,-0.029927,0.292521,0.45,10.65,7.95224,1.16818,3.460262,0.9175,0,420,19.77109,22.00391
-999,0.00,0.999153,-0.014279,-0.03859,0.072635,0.12,10.07,8.01459,1.15577,0.996431,0.8305,0,421,16.68474,18.1699
7.72423,0.05,0.995641,0.082909,-0.042719,0.080777,0.21,10.32,7.95725,1.13856,1.101783,0.868,1,422,15.82616,17.09063
-999,0.00,0.810185,-0.585622,-0.025429,0.238867,0.62,10.79,8.02185,1.00144,2.925941,0.9385,0,423,19.38341,24.55043
9.29792,1.99,-0.321361,0.751357,0.576359,0.208791,0.06,9.75,7.96277,1.10652,2.608949,0.7825,2,424,18.51899,20.21903
9.19104,1.55,-0.473716,0.802366,0.363045,0.198666,0.05,9.71,7.97724,0.92966,2.499271,0.7765,1,425,19.51181,21.1361
9.40692,2.55,-0.444529,0.850466,0.281251,0.095893,0.27,10.43,8.00198,0.9189,1.294175,0.8845,1,426,18.17065,19.59795
-999,0.00,-0.608773,0.750692,0.256626,0.148568,0.04,9.59,7.90156,1.00647,1.933403,0.7585,1,427,18.96975,20.47213
9.95022,8.92,-0.769126,-0.001522,0.639096,0.265545,0.15,10.19,7.92993,1.11004,3.196463,0.8485,0,428,19.29701,21.27952
9.86633,7.35,-0.554397,-0.630671,0.543046,0.113239,0,8.03,7.89561,0.92291,1.509924,0.5245,2,429,19.44817,19.71815
9.96301,9.18,-0.988307,0.1515,0.017254,0.029614,0.11,10.05,8.00128,0.84311,0.418918,0.8275,1,430,16.21442,17.57642
9.47501,2.99,-0.821306,0.569436,0.034618,0.221438,0.03,9.54,7.97859,0.82847,2.743835,0.751,1,431,19.78346,21.11582
9.77461,5.95,-0.994644,0.087039,0.055751,0.283841,0.28,10.44,7.94577,0.77146,3.376416,0.886,1,432,18.20469,20.22211
-999,0.00,-0.958066,-0.269936,0.096145,0.069289,0.17,10.24,8.11678,0.73661,0.952782,0.856,1,433,15.69841,16.92747
-999,0.00,-0.928424,0.350202,0.124048,0.207874,0.11,10.03,8.10157,0.75647,2.59908,0.8245,0,434,18.97135,20.94062
9.70342,5.05,-0.533693,-0.820485,0.204883,0.356971,0.63,10.8,8.06027,0.68542,4.053325,0.94,0,435,19.67441,21.86292
-999,0.00,0.901704,-0.432122,0.014155,0.088682,1,11,8.08853,0.69471,1.202911,0.97,0,436,16.09994,17.50508
-999,0.00,-0.413432,0.357731,0.837319,0.082017,1.02,11.01,8.03667,0.54839,1.117727,0.9715,1,437,15.7847,17.0817
-999,0.00,-0.767986,0.638939,0.044219,0.056489,0.34,10.53,8.09418,0.575,0.783854,0.8995,1,438,15.77721,17.00983
-999,0.00,-0.835212,0.547886,0.047348,0.083373,0.17,10.23,8.05699,0.26797,1.13512,0.8545,1,439,16.22016,17.5614
8.68681,0.49,-0.985124,0.165028,0.04793,0.049811,0.14,10.15,8.05942,0.13003,0.69449,0.8425,1,440,15.73903,17.09112
9.85638,7.18,-0.704532,-0.707038,0.061083,0.043595,0.42,10.62,7.95673,0.43942,0.610526,0.913,1,441,15.81133,17.21772
9.747,5.58,-0.22811,-0.658141,0.717507,0.061586,0.29,10.46,8.10223,0.18604,0.851499,0.889,1,442,15.67349,16.8599
-999,0.00,-0.444659,-0.039077,0.894847,0.064123,0.13,10.12,8.1952,1.24792,0.884976,0.838,1,443,15.94181,17.20856
-999,0.00,-0.893017,-0.443119,0.078522,0.092882,0.03,9.44,8.20821,1.19798,1.256175,0.736,1,444,15.79979,17.07591
-999,0.00,-0.418753,0.78923,0.449179,0.081222,0.37,10.57,8.08974,1.17542,1.10751,0.9055,1,445,16.29593,17.64873
9.22682,1.69,-0.496298,0.154993,0.854204,0.063115,0.22,10.35,8.16056,1.08559,0.871685,0.8725,1,446,16.03703,17.33382
-999,0.00,-0.610912,0.532866,0.585525,0.064756,0.28,10.45,8.20205,1.12256,0.893308,0.8875,1,447,15.95723,17.2389
9.37149,2.35,-0.575621,-0.335952,0.745518,0.070434,0.62,10.79,8.15971,1.05036,0.967743,0.9385,1,448,15.78569,17.08007
-999,0.00,-0.423346,-0.553872,0.716941,0.065819,0.13,10.11,8.10038,1.0253,0.907296,0.8365,1,449,15.97077,17.28101
9.66134,4.59,-0.7036,0.263585,0.659901,0.069718,0.15,10.17,8.10892,1.00219,0.958387,0.8455,1,450,15.8546,17.18483
9.88559,7.68,-0.699949,-0.115336,0.704819,0.059341,0.1,10.01,8.07313,1.01018,0.821761,0.8215,1,451,16.09461,17.51938
9.4449,2.79,-0.666378,-0.05989,0.743205,0.050042,0.15,10.19,8.14926,0.97369,0.697597,0.8485,1,452,15.75874,17.01247
-999,0.00,-0.715392,-0.233174,0.658668,0.067007,0.63,10.8,8.22566,0.81082,0.922895,0.94,1,453,15.68629,16.95422
7.29384,0.02,-0.613436,-0.318799,0.722539,0.066342,0.69,10.84,8.1222,0.8018,0.914161,0.946,1,454,15.77851,17.08359
9.69181,4.92,-0.610843,-0.324185,0.72234,0.061472,0.28,10.45,8.27229,0.71331,0.849982,0.8875,1,455,15.83263,17.1173
-999,0.00,-0.577643,0.649299,0.494711,0.070587,0.31,10.49,8.2575,0.68928,0.969739,0.8935,1,456,15.94007,17.25883
-999,0.00,-0.615466,-0.539986,0.574122,0.070429,0.11,10.04,8.20241,0.54763,0.967684,0.826,0,457,16.70569,18.21391
9.99928,9.98,-0.907093,-0.367106,0.205952,0.085571,0.23,10.37,8.2877,0.74743,1.163251,0.8755,1,458,15.73484,17.02266
9.27549,1.89,-0.907522,0.355126,0.224255,0.080416,0.22,10.35,8.31986,0.64729,1.097144,0.8725,1,459,15.70488,16.97849
9.7444,5.55,-0.961779,-0.117148,0.247502,0.071106,0.16,10.2,8.38132,0.71158,0.97651,0.85,1,460,16.09631,17.54513
9.84412,6.98,-0.658111,-0.7487,0.079609,0.047467,0.41,10.61,8.37185,0.54632,0.662922,0.9115,1,461,15.89199,17.23243
9.8799,7.58,-0.284282,0.605001,0.743746,0.041473,0.29,10.46,8.34729,0.06774,0.581696,0.889,1,462,15.34996,16.67387
-999,0.00,-0.319322,0.479911,0.817141,0.011715,0.21,10.32,8.30968,1.17995,0.167876,0.868,1,463,13.14496,14.37186
9.80738,6.42,-0.776978,0.184715,0.601818,0.02669,0.04,9.59,8.42781,1.12313,0.378352,0.7585,1,464,15.71175,16.95601
-999,0.00,-0.793555,0.142666,0.591538,0.039217,0.08,9.91,8.35388,1.12163,0.550948,0.8065,1,465,15.92077,17.27397
9.86039,7.25,-0.393934,-0.880193,0.264719,0.058812,0.13,10.11,8.3792,1.03446,0.814743,0.8365,1,466,15.97186,17.37858
9.7913,6.18,-0.855917,0.058796,0.51376,0.072853,0.56,10.75,8.36452,0.99732,0.999266,0.9325,1,467,15.7368,17.01839
-999,0.00,-0.860386,0.042736,0.507848,0.076228,0.13,10.11,8.28956,1.08856,1.043078,0.8365,1,468,16.21914,17.57834
-999,0.00,-0.590459,0.77755,0.21627,0.066194,0.36,10.56,8.24871,1.05996,0.912216,0.904,1,469,15.86473,17.11603
9.56647,3.69,-0.615183,0.742625,0.264686,0.069435,0.36,10.56,8.43319,0.92117,0.954689,0.904,1,470,15.97982,17.26999
-999,0.00,-0.924864,0.24086,0.294301,0.085286,0.47,10.67,8.281,1.00687,1.159613,0.9205,1,471,15.72584,16.91262
9.43439,2.72,-0.911065,-0.008225,0.412181,0.043293,0.26,10.42,8.33103,0.95819,0.606436,0.883,1,472,15.92643,17.33103
-999,0.00,-0.716726,-0.644515,0.266278,0.046286,0.06,9.8,8.3111,0.93326,0.64697,0.79,1,473,15.86193,17.13294
9.87025,7.42,-0.72432,-0.620348,0.300881,0.046396,0.13,10.13,8.38598,0.81269,0.648449,0.8395,1,474,15.62991,16.82081
-999,0.00,-0.802667,-0.431921,0.411303,0.064113,0.19,10.28,8.31497,0.82922,0.884852,0.862,1,475,15.88066,17.10796
9.85638,7.18,-0.343329,0.691014,0.636102,0.44392,0.69,10.84,8.27849,0.88564,4.777777,0.946,0,476,20.06016,22.31216
8.76802,0.59,-0.322931,0.638028,0.699026,0.199358,0.05,9.7,8.44746,0.56923,2.506815,0.775,1,477,19.94146,21.68927
8.83641,0.69,-0.335431,0.683503,0.648313,0.225644,0.39,10.59,8.42352,0.72035,2.788176,0.9085,0,478,19.42881,21.57704
9.83575,6.85,-0.35429,0.598144,0.71882,0.370005,0.79,10.9,8.43934,0.55062,4.167234,0.955,0,479,20.28163,22.43582
-999,0.00,0.777073,0.629038,-0.021647,0.043269,0.08,9.91,8.49639,0.56021,0.606108,0.8065,1,480,15.69827,17.0148
9.24365,1.75,-0.748906,0.661905,0.031941,0.46363,0.11,10.05,8.40419,0.66996,4.930961,0.8275,0,481,20.06606,22.8931
9.29057,1.95,-0.993159,0.115881,-0.014351,0.467547,0.3,10.48,8.5157,0.57149,4.96095,0.892,0,482,20.5603,23.10573
9.62857,4.25,-0.645824,-0.553108,0.526291,0.23982,0.09,9.93,8.45328,0.46727,2.935773,0.8095,1,483,20.77777,22.23299
-999,0.00,-0.719055,-0.694893,0.009151,0.138653,0.03,9.52,8.6015,0.45281,1.816664,0.748,2,484,18.03975,19.21638
9.84204,6.95,-0.961924,-0.273289,0.003931,0.20895,0.17,10.22,8.46119,0.24645,2.610668,0.853,0,485,19.424,21.34524
-999,0.00,-0.596736,-0.801823,0.0314,0.206852,0.16,10.2,8.53651,0.33454,2.588064,0.85,0,486,19.01983,20.96033
9.25986,1.82,-0.402385,-0.852541,0.333557,0.155655,0.03,9.54,8.4166,0.16714,2.015856,0.751,1,487,20.38012,22.16971
-999,0.00,-0.441073,-0.863419,0.244874,0.077408,0.29,10.46,8.61651,0.20975,1.058345,0.889,1,488,15.97423,17.22558
-999,0.00,0.812502,-0.573796,0.102947,0.155408,0.04,9.56,8.41182,0.13314,2.012994,0.754,1,489,19.76753,21.14493
-999,0.00,0.798584,-0.586574,0.134883,0.077696,0.17,10.24,8.60517,1.12267,1.062064,0.856,1,490,15.8957,17.20798
-999,0.00,0.796092,-0.578281,0.178402,0.225934,0.11,10.05,8.60096,1.19308,2.791228,0.8275,1,491,20.21611,21.45862
-999,0.00,0.832035,0.548053,0.085761,0.348382,0.29,10.46,8.49002,1.19832,3.977183,0.889,0,492,19.72675,21.71554
-999,0.00,0.983841,0.16503,0.069436,0.084963,0.2,10.31,8.481,1.13432,1.155484,0.8665,1,493,15.81543,17.23548
-999,0.00,0.946951,0.318754,0.040976,0.340474,0.39,10.59,8.65443,1.06171,3.906316,0.9085,0,494,19.40971,21.31928
-999,0.00,-0.548375,0.697498,0.461282,0.045117,0.04,9.58,8.69444,0.9417,0.631156,0.757,0,495,18.27845,21.18287
9.69474,4.95,-0.375,0.815551,0.440739,0.083575,0.2,10.31,8.60342,0.95907,1.137708,0.8665,0,496,16.37978,17.86587
8.07788,0.12,-0.406263,0.828937,0.384466,0.316104,0.63,10.8,8.67556,0.7758,3.683191,0.94,0,497,19.62658,21.93369
-999,0.00,-0.586754,0.747846,0.310557,0.206371,0.43,10.63,8.68503,0.71589,2.582878,0.9145,0,498,19.52122,21.71287
-999,0.00,-0.318263,0.509414,0.799504,0.242898,0.1,9.98,8.57679,0.83835,2.967446,0.817,0,499,19.75206,21.70375
-999,0.00,0.940075,0.286624,0.184679,0.292279,0.3,10.48,8.53147,0.85098,3.457934,0.892,1,500,19.34445,20.75558
9.70342,5.05,0.8655,0.451706,0.216498,0.225635,0.11,10.03,8.65919,0.69782,2.788088,0.8245,0,501,19.04644,21.0015
9.83786,6.88,-0.652944,0.280725,0.703461,0.075772,0,8.35,8.74693,0.30499,1.037164,0.5725,2,502,19.7862,20.5364
-999,0.00,-0.891861,-0.442644,0.093008,0.225342,0.55,10.74,8.65995,0.23816,2.785005,0.931,0,503,19.37545,21.99192
-999,0.00,-0.876971,0.473737,0.080598,0.403475,0.3,10.47,8.80175,0.46697,4.450975,0.8905,0,504,19.74775,22.0309
9.80963,6.45,-0.56756,-0.821524,0.054525,0.059911,0.17,10.22,8.65116,0.61863,0.829321,0.853,1,505,15.60839,17.04427
9.8141,6.52,-0.985647,-0.120276,0.118462,0.082894,0,7.69,8.76826,0.57445,1.128978,0.4735,2,506,17.92684,17.97017
-999,0.00,-0.877042,-0.469121,0.103554,0.320528,0.46,10.66,8.68452,0.21448,3.72423,0.919,0,507,19.2763,21.57513
9.78896,6.15,-0.958691,-0.282937,0.029294,0.046583,0.1,10.01,8.67369,1.18389,0.650976,0.8215,1,508,15.6429,17.01846
-999,0.00,-0.765052,-0.641719,0.053788,0.026091,0.08,9.89,8.68875,1.14266,0.370016,0.8035,1,509,15.66815,16.87521
9.47501,2.99,-0.605592,0.272363,0.747715,0.062677,0.16,10.2,8.76125,1.09477,0.865905,0.85,1,510,16.09149,17.43521
-999,0.00,-0.497763,-0.034437,0.866629,0.061465,0.11,10.04,8.78362,1.00944,0.849894,0.826,1,511,15.80442,17.09963
-999,0.00,-0.888272,0.44258,0.122864,0.102841,0.28,10.44,8.70097,1.01872,1.381235,0.886,1,512,16.11041,17.47811
9.71473,5.18,-0.557301,0.001374,0.830309,0.063319,0.12,10.08,8.78192,0.96539,0.874377,0.832,1,513,15.55588,16.68619
-999,0.00,-0.532013,0.001175,0.846735,0.055736,0.34,10.53,8.80377,1.07518,0.773827,0.8995,1,514,15.67665,16.90149
9.92859,8.48,-0.680493,0.326034,0.656225,0.091952,1.05,11.02,8.7727,0.93583,1.244408,0.973,1,515,15.93303,17.21346
-999,0.00,-0.445672,-0.755118,0.480805,0.077906,0.91,10.96,8.88091,0.86384,1.064783,0.964,1,516,15.89868,17.24594
-999,0.00,-0.685135,0.125007,0.71761,0.066726,0.13,10.11,8.91832,0.81264,0.919204,0.8365,1,517,15.99506,17.28965
-999,0.00,-0.747403,-0.002127,0.664368,0.054089,0.09,9.93,8.92052,0.75163,0.751832,0.8095,1,518,16.37596,17.74942
9.43439,2.72,-0.990324,0.025411,0.136425,0.080153,0.33,10.52,8.78243,0.80296,1.093762,0.898,1,519,15.73477,16.93893
7.29384,0.02,-0.990324,0.025411,0.136425,0.080153,0.33,10.52,8.73923,0.82605,1.093762,0.898,1,520,15.73477,16.93893
9.59312,3.92,-0.549259,-0.407277,0.729685,0.073651,0.54,10.73,8.86646,0.67404,1.00965,0.9295,1,521,16.01381,17.29308
-999,0.00,-0.243603,-0.868541,0.431619,0.052639,0.15,10.18,8.8919,0.51505,0.73244,0.847,1,522,15.72563,17.26484
9.88934,7.75,-0.601403,-0.786206,0.142108,0.071935,0.54,10.73,8.94712,0.43023,0.987318,0.9295,1,523,15.73916,17.0418
9.76725,5.85,-0.306511,0.587777,0.748711,0.022395,0.06,9.79,8.90107,0.3718,0.318455,0.7885,1,524,15.05791,16.20437
9.83151,6.78,-0.661908,-0.738095,0.130745,0.049284,0.36,10.56,9.01169,0.37386,0.687404,0.904,1,525,15.69061,16.9857
-999,0.00,-0.666521,-0.740836,0.083138,0.046068,0.14,10.16,9.02794,0.34885,0.644027,0.844,1,526,15.72422,17.04241
9.89858,7.92,-0.296956,0.496145,0.815878,0.033273,0.09,9.97,9.01469,0.32735,0.469441,0.8155,0,527,16.18579,17.67953
-999,0.00,-0.643719,-0.671881,0.366336,0.076833,0.43,10.63,9.00343,0.30818,1.050912,0.9145,1,528,15.9454,17.26975
8.62279,0.42,-0.860806,0.160239,0.483048,0.045402,0.18,10.25,8.96545,0.29296,0.635014,0.8575,1,529,15.74427,16.99334
9.69765,4.98,-0.894514,0.033805,0.44576,0.08866,0.26,10.42,8.87744,0.26815,1.202634,0.883,1,530,15.68653,16.94615
-999,0.00,-0.697692,0.593987,0.400506,0.050248,0.07,9.83,8.89721,0.22382,0.700369,0.7945,1,531,16.20209,17.57766
9.78896,6.15,-0.75827,0.505571,0.411613,0.086942,0.17,10.22,9.02234,0.15824,1.180753,0.853,1,532,16.39764,17.86986
8.40301,0.25,-0.853618,0.309483,0.418994,0.065255,0.56,10.75,8.98589,0.17966,0.899886,0.9325,0,533,16.6078,18.20542
-999,0.00,-0.753726,0.613417,0.235833,0.052029,0.21,10.32,8.93919,1.0632,0.724272,0.868,1,534,15.73554,17.05161
-999,0.00,-0.81546,0.522323,0.249408,0.044399,0.06,9.79,9.17118,0.87038,0.62143,0.7885,1,535,16.02114,17.30357
-999,0.00,-0.683222,-0.658584,0.315396,0.060171,0.15,10.17,9.18668,0.85316,0.832774,0.8455,1,536,15.66028,16.95443
-999,0.00,-0.801854,-0.447376,0.396088,0.067269,0.16,10.21,9.14966,0.86188,0.926328,0.8515,1,537,15.86772,17.12551
-999,0.00,-0.258283,0.709634,0.655522,0.147502,0.02,9.18,9.12072,0.88984,1.920923,0.697,2,538,20.63305,21.80463
9.83786,6.88,-0.321098,0.689513,0.649205,0.252518,0.45,10.65,9.10817,0.87409,3.065583,0.9175,0,539,19.94855,22.67852
-999,0.00,-0.402169,0.490075,0.773361,0.374431,0.74,10.87,9.07122,0.88653,4.205464,0.9505,0,540,19.79641,21.88071
9.13117,1.35,-0.940388,0.338459,-0.033418,0.229038,0.08,9.89,9.0405,0.95505,2.823777,0.8035,1,541,19.84054,21.55409
9.84412,6.98,-0.931783,0.36288,-0.00987,0.611523,0.09,9.95,9.00535,0.97346,5.966387,0.8125,0,542,19.78363,22.07961
-999,0.00,-0.953228,0.302097,0.009634,0.44115,0.43,10.63,8.95587,0.95784,4.755931,0.9145,0,543,20.068,22.17074
9.64852,4.45,-0.989631,-0.143635,1.29E-04,0.084077,0,7.71,8.9315,1.0109,1.144141,0.4765,2,544,19.18051,19.46009
8.07788,0.12,-0.686012,-0.47283,0.55301,0.153763,0.02,9.2,9.11281,0.84254,1.993922,0.7,1,545,19.5127,20.76434
-999,0.00,-0.477402,-0.797723,0.368408,0.248619,0.5,10.7,9.15088,0.81485,3.025968,0.925,0,546,19.91842,22.43473
-999,0.00,-0.476097,-0.764728,0.434193,0.145528,0.02,9.35,9.08199,0.59404,1.897776,0.7225,1,547,19.73198,21.31209
-999,0.00,-0.783339,-0.270639,0.559584,0.226471,0.11,10.04,9.06958,0.53487,2.79687,0.826,1,548,19.65067,21.29828
8.40301,0.25,-0.292374,-0.900073,0.32309,0.146763,0.1,10.02,9.11989,0.57404,1.912276,0.823,1,549,20.29336,22.28677
9.40692,2.55,0.946495,-0.322215,-0.017997,0.240594,0.65,10.81,9.1589,0.57616,2.943754,0.9415,0,550,18.03504,20.4718
-999,0.00,0.999506,0.029607,-0.010542,0.084977,0.05,9.67,9.19683,0.58441,1.155662,0.7705,1,551,17.68566,19.14577
-999,0.00,0.994356,0.105877,-0.006741,0.261704,0.23,10.37,9.14936,0.40078,3.158107,0.8755,0,552,19.30964,21.23197
-999,0.00,0.867832,0.489449,0.08548,0.302874,0.32,10.5,9.19354,0.33942,3.55899,0.895,0,553,18.99804,20.84135
-999,0.00,0.93197,-0.353997,0.078216,0.299757,1.23,11.09,9.17882,0.30718,3.52941,0.9835,0,554,17.85759,20.25201
9.35263,2.25,0.96888,0.238494,0.06627,0.058523,0.35,10.55,9.11806,0.34255,0.810904,0.9025,1,555,15.74602,17.00776
9.69181,4.92,-0.480512,0.706179,0.520019,0.222273,0.42,10.62,9.06173,0.16113,2.752661,0.913,0,556,19.11436,21.16555
9.84204,6.95,-0.545412,0.790734,0.277967,0.278751,0.32,10.51,9.05511,0.14522,3.3268,0.8965,0,557,20.38242,22.43197
8.96351,0.92,-0.521058,0.83045,0.197105,0.238362,0.12,10.07,9.2346,0.71135,2.920722,0.8305,0,558,19.44149,21.17081
-999,0.00,-0.562569,0.593297,0.575773,0.057305,0.47,10.67,9.25638,0.66699,0.794724,0.9205,0,559,16.30989,17.9964
-999,0.00,-0.817553,0.046926,0.573938,0.410978,1.1,11.04,9.25158,0.63227,4.512898,0.976,0,560,19.90306,22.14575
8.68681,0.49,-0.824406,0.00191,0.565995,0.215082,0,6.51,9.28217,0.47608,2.676337,0.2965,0,561,24.36211,24.58735
-999,0.00,-0.767109,-0.008795,0.641456,0.194129,0.13,10.1,9.36397,0.31968,2.449617,0.835,2,562,17.24124,18.59442
-999,0.00,-0.998486,0.012978,0.053451,0.096751,0.22,10.34,9.4343,0.27838,1.304965,0.871,1,563,16.25623,17.63183
9.80963,6.45,-0.985981,-0.14943,0.074242,0.381089,1.1,11.04,9.35084,0.19999,4.262577,0.976,0,564,19.5099,21.73381
-999,0.00,-0.682432,-0.728228,0.063018,0.227263,1.17,11.07,9.38909,0.13703,2.805185,0.9805,0,565,17.34734,19.32458
-999,0.00,-0.935637,0.330708,0.123353,0.303496,0.42,10.62,10.3701,-0.32742,3.564879,0.913,0,566,18.96465,20.94035
-999,0.00,-0.791838,-0.599184,0.118202,0.18278,0.03,9.44,10.3336,-0.45992,2.324068,0.736,1,567,19.81672,21.22779
9.84412,6.98,-0.218455,-0.790481,0.572204,0.141756,0.02,9.23,10.41696,-0.41859,1.853371,0.7045,1,568,20.00867,21.20301
-999,0.00,0.887211,-0.426521,0.17589,0.080798,0.22,10.34,10.35046,-0.33392,1.102064,0.871,1,569,15.96098,17.39385
9.25986,1.82,0.963336,-0.26772,0.017586,0.068539,0.17,10.24,10.41415,0.19466,0.942974,0.856,1,570,16.04453,17.36844
9.92517,8.42,-0.364285,0.677134,0.639364,0.02799,0.2,10.31,10.36373,0.09279,0.396408,0.8665,1,571,14.26804,15.55449
9.69474,4.95,-0.935119,0.344585,0.082543,0.066907,0.47,10.67,10.33192,0.03466,0.921577,0.9205,1,572,16.01129,17.32205
-999,0.00,-0.413308,-0.208527,0.886393,0.0441,0.06,9.77,10.35586,-0.22095,0.617382,0.7855,0,573,16.13943,17.63702
